Ecoregion,Site,SurveyDate,Depth,Taxon
Exmouth to Broome,Bundegi SZ North,2019,1.9,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2019,1.9,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2019,2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2019,2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,4,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,4,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,1.7,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,1.7,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,2.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2017,2.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2019,5.8,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2019,5.8,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2019,4.8,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2019,1.5,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2019,2.4,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2019,2.2,Thalassoma lunare
Ningaloo,Monck Head,2019,2,Thalassoma lunare
Ningaloo,Monck Head,2019,2,Thalassoma lunare
Ningaloo,Monck Head,2019,2.1,Thalassoma lunare
Ningaloo,Monck Head,2019,2.1,Thalassoma lunare
Ningaloo,Coral Bay Central,2012,3.5,Thalassoma lunare
Ningaloo,Coral Bay Central,2012,3.5,Thalassoma lunare
Ningaloo,Coral Bay Central,2012,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2012,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2012,4.1,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,3.6,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,3.6,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,4.2,Thalassoma lunare
Ningaloo,Coral Bay Central,2019,4.2,Thalassoma lunare
Ningaloo,Yalobia Passage,2012,3,Thalassoma lunare
Ningaloo,Yalobia Passage,2012,3,Thalassoma lunare
Ningaloo,Monck Head Outer,2016,4,Thalassoma lunare
Ningaloo,Monck Head Outer,2016,3.5,Thalassoma lunare
Ningaloo,Monck Head Outer,2016,3.5,Thalassoma lunare
Ningaloo,Monck Head Outer,2017,4,Thalassoma lunare
Ningaloo,Monck Head Outer,2017,4,Thalassoma lunare
Ningaloo,Monck Head Outer,2017,3,Thalassoma lunare
Ningaloo,Monck Head Outer,2017,3,Thalassoma lunare
Ningaloo,Monck Head Outer,2019,2.5,Thalassoma lunare
Ningaloo,Monck Head Outer,2019,2.5,Thalassoma lunare
Ningaloo,Maud SZ external,2019,2,Thalassoma lunare
Ningaloo,Maud SZ external,2019,2,Thalassoma lunare
Ningaloo,Maud SZ external,2019,2.1,Thalassoma lunare
Ningaloo,Maud SZ external,2019,2.1,Thalassoma lunare
Ningaloo,Bills Bay 1,2010,4.2,Thalassoma lunare
Ningaloo,Bills Bay 1,2010,4.2,Thalassoma lunare
Ningaloo,Bills Bay 1,2012,3.1,Thalassoma lunare
Ningaloo,Bills Bay 1,2012,3.1,Thalassoma lunare
Ningaloo,Bills Bay 1,2015,2.5,Thalassoma lunare
Ningaloo,Bills Bay 1,2015,2.5,Thalassoma lunare
Ningaloo,Bills Bay 1,2015,3,Thalassoma lunare
Ningaloo,Bills Bay 1,2015,3,Thalassoma lunare
Exmouth to Broome,Bundegi,2015,2.3,Thalassoma lunare
Exmouth to Broome,Bundegi,2015,2.3,Thalassoma lunare
Exmouth to Broome,Bundegi,2015,3,Thalassoma lunare
Exmouth to Broome,Bundegi,2015,3,Thalassoma lunare
Exmouth to Broome,Bundegi,2016,2,Thalassoma lunare
Exmouth to Broome,Bundegi,2016,2,Thalassoma lunare
Exmouth to Broome,Bundegi,2016,1.6,Thalassoma lunare
Exmouth to Broome,Bundegi,2016,1.6,Thalassoma lunare
Exmouth to Broome,Bundegi,2016,1.7,Thalassoma lunare
Exmouth to Broome,Bundegi,2017,1.8,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2015,1.3,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2015,1.3,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,2.2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,2.2,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,1.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ North,2016,1.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2015,3.4,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2015,3.4,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2016,3.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2016,3.5,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2016,3.8,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2016,3.8,Thalassoma lunare
Exmouth to Broome,Bundegi SZ South,2016,4,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2012,2.1,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2015,2.1,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2016,1.5,Thalassoma lunare
Exmouth to Broome,Bundegi RZ,2016,3,Thalassoma lunare
Ningaloo,Monck Head,2016,2.3,Thalassoma lunare
Ningaloo,Monck Head,2016,2.3,Thalassoma lunare
Ningaloo,Monck Head,2017,1,Thalassoma lunare
Ningaloo,Monck Head,2017,1,Thalassoma lunare
Ningaloo,Monck Head,2017,1.2,Thalassoma lunare
Ningaloo,Monck Head,2017,1.2,Thalassoma lunare
Ningaloo,Monck Head,2017,1.1,Thalassoma lunare
Ningaloo,Monck Head,2017,1.1,Thalassoma lunare
Ningaloo,Monck Head,2019,1.5,Thalassoma lunare
Ningaloo,Monck Head,2019,1.5,Thalassoma lunare
Ningaloo,Coral Bay Central,2016,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2016,4.1,Thalassoma lunare
Ningaloo,Coral Bay Central,2016,4.1,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,4,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,3.4,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,3.4,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,4.5,Thalassoma lunare
Ningaloo,Coral Bay Central,2017,4.5,Thalassoma lunare
Ningaloo,Pelican Nth,2012,1.1,Thalassoma lunare
Ningaloo,Pelican Nth,2012,1.1,Thalassoma lunare
Ningaloo,Pelican Nth,2012,2,Thalassoma lunare
Ningaloo,Pelican Nth,2012,2,Thalassoma lunare
Ningaloo,Pelican Nth,2012,2.5,Thalassoma lunare
Ningaloo,Pelican Nth,2012,2.5,Thalassoma lunare
Ningaloo,Dugong,2012,1.9,Thalassoma lunare
Ningaloo,Dugong,2012,1.9,Thalassoma lunare
Ningaloo,Dugong,2012,2,Thalassoma lunare
Ningaloo,Dugong,2012,2,Thalassoma lunare
Ningaloo,Dugong,2015,2.9,Thalassoma lunare
Ningaloo,Dugong,2015,2.9,Thalassoma lunare
Ningaloo,Dugong,2015,3.7,Thalassoma lunare
Ningaloo,Dugong,2015,3.7,Thalassoma lunare
Ningaloo,Dugong,2015,2,Thalassoma lunare
Ningaloo,Dugong,2015,2,Thalassoma lunare
Ningaloo,Bruboodjoo,2010,2,Thalassoma lunare
Ningaloo,Bruboodjoo,2010,2,Thalassoma lunare
Ningaloo,Bruboodjoo,2010,2.1,Thalassoma lunare
Ningaloo,Bruboodjoo,2010,2.1,Thalassoma lunare
Ningaloo,Bruboodjoo,2012,2.4,Thalassoma lunare
Ningaloo,Bruboodjoo,2012,2.4,Thalassoma lunare
Ningaloo,Bruboodjoo,2012,2.5,Thalassoma lunare
Ningaloo,Bruboodjoo,2012,2.5,Thalassoma lunare
Ningaloo,Bruboodjoo,2019,2.1,Thalassoma lunare
Ningaloo,Bruboodjoo,2019,2.1,Thalassoma lunare
Ningaloo,Bruboodjoo,2019,2.4,Thalassoma lunare
Ningaloo,Bruboodjoo,2019,2.4,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2010,5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2010,5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2010,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2010,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2019,4,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2019,4,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2019,5.1,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2019,5.1,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2019,5.5,Thalassoma lunare
Ningaloo,Pelican,2010,2.6,Thalassoma lunare
Ningaloo,Pelican,2010,2.6,Thalassoma lunare
Ningaloo,Pelican,2015,1.6,Thalassoma lunare
Ningaloo,Pelican,2015,1.6,Thalassoma lunare
Ningaloo,Yalobia Passage,2017,5,Thalassoma lunare
Ningaloo,Yalobia Passage,2017,5,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.4,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.4,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.3,Thalassoma lunare
Ningaloo,Yalobia Passage,2019,3.3,Thalassoma lunare
Ningaloo,Pelican Nth,2017,3,Thalassoma lunare
Ningaloo,Pelican Nth,2017,3,Thalassoma lunare
Ningaloo,Pelican Nth,2017,3.4,Thalassoma lunare
Ningaloo,Pelican Nth,2017,3.4,Thalassoma lunare
Ningaloo,Pelican Nth,2017,2,Thalassoma lunare
Ningaloo,Pelican Nth,2017,2,Thalassoma lunare
Ningaloo,Pelican Nth,2019,2.6,Thalassoma lunare
Ningaloo,Pelican Nth,2019,2.6,Thalassoma lunare
Ningaloo,Dugong,2017,2,Thalassoma lunare
Ningaloo,Dugong,2017,2,Thalassoma lunare
Ningaloo,Dugong,2019,2.3,Thalassoma lunare
Ningaloo,Dugong,2019,2.3,Thalassoma lunare
Ningaloo,Dugong,2019,2.1,Thalassoma lunare
Ningaloo,Dugong,2019,2.1,Thalassoma lunare
Ningaloo,Dugong,2019,2,Thalassoma lunare
Ningaloo,Dugong,2019,2,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,2.3,Thalassoma lunare
Ningaloo,Bruboodjoo,2016,2.5,Thalassoma lunare
Ningaloo,Bruboodjoo,2016,2.5,Thalassoma lunare
Ningaloo,Bruboodjoo,2016,1.9,Thalassoma lunare
Ningaloo,Bruboodjoo,2016,1.9,Thalassoma lunare
Ningaloo,Bruboodjoo,2017,2.9,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,6,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,6,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,6.1,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,6.1,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,3.3,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,3.3,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,3,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2017,3,Thalassoma lunare
Ningaloo,Pelican,2017,1.5,Thalassoma lunare
Ningaloo,Pelican,2017,1.5,Thalassoma lunare
Ningaloo,Pelican,2017,2.8,Thalassoma lunare
Ningaloo,Pelican,2017,2.8,Thalassoma lunare
Ningaloo,Pelican,2017,2,Thalassoma lunare
Ningaloo,Pelican,2017,2,Thalassoma lunare
Ningaloo,Pelican,2019,1.5,Thalassoma lunare
Ningaloo,Pelican,2019,1.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2016,4.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2016,4.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2017,5.5,Thalassoma lunare
Ningaloo,Yalobia Passage,2017,6.1,Thalassoma lunare
Ningaloo,Yalobia Passage,2017,6.1,Thalassoma lunare
Ningaloo,Pelican Nth,2015,1.5,Thalassoma lunare
Ningaloo,Pelican Nth,2015,1.5,Thalassoma lunare
Ningaloo,Pelican Nth,2015,2,Thalassoma lunare
Ningaloo,Pelican Nth,2015,2,Thalassoma lunare
Ningaloo,Pelican Nth,2016,2.5,Thalassoma lunare
Ningaloo,Pelican Nth,2016,2.5,Thalassoma lunare
Ningaloo,Pelican Nth,2016,2.4,Thalassoma lunare
Ningaloo,Pelican Nth,2016,2.4,Thalassoma lunare
Ningaloo,Dugong,2016,2,Thalassoma lunare
Ningaloo,Dugong,2016,2,Thalassoma lunare
Ningaloo,Dugong,2016,3,Thalassoma lunare
Ningaloo,Dugong,2016,3,Thalassoma lunare
Ningaloo,Dugong,2016,2.6,Thalassoma lunare
Ningaloo,Dugong,2016,2.6,Thalassoma lunare
Ningaloo,Dugong,2017,2.1,Thalassoma lunare
Ningaloo,Dugong,2017,2.1,Thalassoma lunare
Ningaloo,Dugong,2017,3.1,Thalassoma lunare
Ningaloo,Dugong,2017,3.1,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,1.7,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,1.7,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,3,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,3,Thalassoma lunare
Ningaloo,Bruboodjoo,2015,2.3,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2012,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2015,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2015,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2015,5.1,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2015,6,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2015,6,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,5.5,Thalassoma lunare
Ningaloo,Coral Bay DEC1,2016,5.5,Thalassoma lunare
Ningaloo,Pelican,2015,1.5,Thalassoma lunare
Ningaloo,Pelican,2015,1.5,Thalassoma lunare
Ningaloo,Pelican,2015,1.7,Thalassoma lunare
Ningaloo,Pelican,2015,1.7,Thalassoma lunare
Ningaloo,Pelican,2016,2.2,Thalassoma lunare
Ningaloo,Pelican,2016,2.2,Thalassoma lunare
Ningaloo,Pelican,2016,2,Thalassoma lunare
Ningaloo,Pelican,2016,2,Thalassoma lunare
Ningaloo,Pelican,2016,2.1,Thalassoma lunare
Ningaloo,Pelican,2016,2.1,Thalassoma lunare
Exmouth to Broome,Corneliesse Shoal,2013,17,Thalassoma lunare
Exmouth to Broome,Geographe Shoals N,2013,11,Thalassoma lunare
Exmouth to Broome,Geographe Shoals N,2013,11,Thalassoma lunare
Exmouth to Broome,Geographe Shoals N,2013,10,Thalassoma lunare
Exmouth to Broome,Geographe Shoals N,2013,10,Thalassoma lunare
Exmouth to Broome,Geographe Shoals NW,2013,13,Thalassoma lunare
Exmouth to Broome,Geographe Shoals NW,2013,13,Thalassoma lunare
Exmouth to Broome,Legendre Inside 3,2013,4,Thalassoma lunare
Exmouth to Broome,Legendre Inside 3,2013,4,Thalassoma lunare
Exmouth to Broome,Legendre Outside 1,2013,9,Thalassoma lunare
Exmouth to Broome,Legendre Outside 1,2013,9,Thalassoma lunare
Exmouth to Broome,Legendre Outside 1,2013,4,Thalassoma lunare
Exmouth to Broome,Legendre Outside 1,2013,4,Thalassoma lunare
Exmouth to Broome,Hamersley Inside 1,2013,3.1,Thalassoma lunare
Exmouth to Broome,Hamersley Inside 1,2013,3.1,Thalassoma lunare
Exmouth to Broome,Goodwyn N,2013,4,Thalassoma lunare
Exmouth to Broome,Goodwyn N,2013,4,Thalassoma lunare
Exmouth to Broome,Goodwyn South Bay,2013,4,Thalassoma lunare
Exmouth to Broome,Goodwyn South Bay,2013,4,Thalassoma lunare
Exmouth to Broome,Goodwyn South Bay,2013,3,Thalassoma lunare
Exmouth to Broome,Goodwyn South Bay,2013,3,Thalassoma lunare
Exmouth to Broome,Enderby SW Bay,2013,3.5,Thalassoma lunare
Exmouth to Broome,Enderby SW Bay,2013,3.5,Thalassoma lunare
Exmouth to Broome,Geneva Bay North,2013,4,Thalassoma lunare
Exmouth to Broome,Geneva Bay North,2013,4,Thalassoma lunare
Exmouth to Broome,Geneva Bay North,2013,3,Thalassoma lunare
Exmouth to Broome,Stephenson Channel,2013,2,Thalassoma lunare
Exmouth to Broome,Stephenson Channel,2013,4,Thalassoma lunare
Exmouth to Broome,Bedout porites bommie,2013,4,Thalassoma lunare
Exmouth to Broome,Bedout porites bommie,2013,4,Thalassoma lunare
Exmouth to Broome,Bedout Reef sunset,2013,2.5,Thalassoma lunare
Exmouth to Broome,Bedout Reef sunset,2013,2.5,Thalassoma lunare
Exmouth to Broome,Bedout Reef sunset,2013,2,Thalassoma lunare
Exmouth to Broome,Bedout Reef sunset,2013,2,Thalassoma lunare
Exmouth to Broome,Delambre Inner 3,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Inner 3,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Outside 3,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Outside 3,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Outside 3,2013,5,Thalassoma lunare
Exmouth to Broome,Delambre Outside 3,2013,5,Thalassoma lunare
Exmouth to Broome,Legendre Inside 3,2013,9,Thalassoma lunare
Exmouth to Broome,Legendre Inside 3,2013,9,Thalassoma lunare
Exmouth to Broome,Sailfish North 1,2013,4,Thalassoma lunare
Exmouth to Broome,Sailfish North 1,2013,4,Thalassoma lunare
Exmouth to Broome,Sailfish North 1,2013,7,Thalassoma lunare
Exmouth to Broome,Sailfish North 1,2013,7,Thalassoma lunare
Exmouth to Broome,Trimouille Island SE,2013,3,Thalassoma lunare
Exmouth to Broome,Trimouille Island SE,2013,3,Thalassoma lunare
Exmouth to Broome,Trimouille Island NE,2013,4,Thalassoma lunare
Exmouth to Broome,Trimouille Island NE,2013,4,Thalassoma lunare
Exmouth to Broome,Trimouille Island NE,2013,3,Thalassoma lunare
Exmouth to Broome,Trimouille Island NE,2013,3,Thalassoma lunare
Exmouth to Broome,North West Island,2013,3,Thalassoma lunare
Exmouth to Broome,North West Island,2013,3,Thalassoma lunare
Exmouth to Broome,North West Island,2013,2,Thalassoma lunare
Exmouth to Broome,North West Island,2013,2,Thalassoma lunare
Exmouth to Broome,NW Island Lagoon,2013,4,Thalassoma lunare
Exmouth to Broome,NW Island Lagoon,2013,4,Thalassoma lunare
Exmouth to Broome,NW Island Lagoon,2013,2.5,Thalassoma lunare
Exmouth to Broome,NW Island Lagoon,2013,2.5,Thalassoma lunare
Exmouth to Broome,Bedout reef top,2013,1,Thalassoma lunare
Exmouth to Broome,Bedout reef top,2013,1,Thalassoma lunare
Exmouth to Broome,Bedout reef edge,2013,5,Thalassoma lunare
Exmouth to Broome,Bedout reef edge,2013,5,Thalassoma lunare
Exmouth to Broome,Bedout reef edge,2013,4,Thalassoma lunare
Exmouth to Broome,Bedout reef edge,2013,4,Thalassoma lunare
Exmouth to Broome,Bedout north,2013,1,Thalassoma lunare
Exmouth to Broome,Bedout north,2013,2,Thalassoma lunare
Exmouth to Broome,Bedout north,2013,2,Thalassoma lunare
Exmouth to Broome,Bedout porites bommie,2013,5,Thalassoma lunare
Exmouth to Broome,Bedout porites bommie,2013,5,Thalassoma lunare
Exmouth to Broome,Geographe Shoals NW,2013,14,Thalassoma lunare
Exmouth to Broome,Geographe Shoals NW,2013,14,Thalassoma lunare
Exmouth to Broome,Delambre Inner 1,2013,8,Thalassoma lunare
Exmouth to Broome,Delambre Inner 1,2013,8,Thalassoma lunare
Exmouth to Broome,Delambre Inner 1,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Inner 1,2013,4,Thalassoma lunare
Exmouth to Broome,Delambre Inner 3,2013,6,Thalassoma lunare
Exmouth to Broome,Delambre Inner 3,2013,6,Thalassoma lunare
Exmouth to Broome,Hamersley Inside 1,2013,3,Thalassoma lunare
Exmouth to Broome,Hamersley Inside 1,2013,3,Thalassoma lunare
Exmouth to Broome,Enderby SW Bay,2013,3,Thalassoma lunare
Exmouth to Broome,Enderby SW Bay,2013,3,Thalassoma lunare
Exmouth to Broome,Montebellos East Rock,2013,5,Thalassoma lunare
Exmouth to Broome,Montebellos East Rock,2013,5,Thalassoma lunare
Exmouth to Broome,Montebellos East Rock,2013,4,Thalassoma lunare
Exmouth to Broome,Montebellos East Rock,2013,4,Thalassoma lunare
Exmouth to Broome,Trimouille Island SE,2013,4,Thalassoma lunare
Exmouth to Broome,Trimouille Island SE,2013,4,Thalassoma lunare
Exmouth to Broome,Montebellos Central Lagoon,2013,2,Thalassoma lunare
Exmouth to Broome,Montebellos Central Lagoon,2013,2,Thalassoma lunare
Exmouth to Broome,Montebellos Central Lagoon,2013,3,Thalassoma lunare
Exmouth to Broome,Montebellos Central Lagoon,2013,3,Thalassoma lunare
Exmouth to Broome,North Cormorant Island,2013,2,Thalassoma lunare
Exmouth to Broome,North Cormorant Island,2013,2,Thalassoma lunare
Exmouth to Broome,Barrow Island Port Central,2013,3,Thalassoma lunare
Exmouth to Broome,Barrow Island Port Central,2013,3,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2015,2.7,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2015,4.4,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2015,4.4,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2016,5.6,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2016,5.6,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,6,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,6,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,5.5,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,5.5,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,7,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2016,7,Thalassoma lunare
Exmouth to Broome,Montebellos South,2013,3,Thalassoma lunare
Exmouth to Broome,West Reef,2013,3,Thalassoma lunare
Exmouth to Broome,West Reef,2013,3,Thalassoma lunare
Exmouth to Broome,West Reef,2013,2,Thalassoma lunare
Exmouth to Broome,West Reef,2013,2,Thalassoma lunare
Exmouth to Broome,Varanus Island north,2013,7,Thalassoma lunare
Exmouth to Broome,Varanus Island north,2013,7,Thalassoma lunare
Exmouth to Broome,Varanus Island north,2013,6,Thalassoma lunare
Exmouth to Broome,Varanus Island north,2013,6,Thalassoma lunare
Exmouth to Broome,Varanus Port limit,2013,6,Thalassoma lunare
Exmouth to Broome,Varanus Port limit,2013,6,Thalassoma lunare
Exmouth to Broome,Barrow NE bommie,2013,7,Thalassoma lunare
Exmouth to Broome,Barrow NE bommie,2013,7,Thalassoma lunare
Exmouth to Broome,Barrow NE bommie,2013,6,Thalassoma lunare
Exmouth to Broome,Barrow NE bommie,2013,6,Thalassoma lunare
Exmouth to Broome,Airlie island,2013,3.5,Thalassoma lunare
Exmouth to Broome,Airlie island,2013,3.5,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2013,4,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2013,4,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2015,2,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2015,2.3,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2015,2.3,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2015,2.1,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2015,2.1,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2016,6,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2016,6.1,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2016,6.1,Thalassoma lunare
Exmouth to Broome,Montebellos SE,2013,8,Thalassoma lunare
Exmouth to Broome,Montebellos SE,2013,8,Thalassoma lunare
Exmouth to Broome,Montebellos SE,2013,7,Thalassoma lunare
Exmouth to Broome,Montebellos SE,2013,7,Thalassoma lunare
Exmouth to Broome,Montebellos South,2013,4,Thalassoma lunare
Exmouth to Broome,South West Reef,2013,3,Thalassoma lunare
Exmouth to Broome,South West Reef,2013,3,Thalassoma lunare
Exmouth to Broome,Varanus North bommie,2013,6,Thalassoma lunare
Exmouth to Broome,Varanus North bommie,2013,6,Thalassoma lunare
Exmouth to Broome,Varanus North bommie,2013,5,Thalassoma lunare
Exmouth to Broome,Varanus North bommie,2013,5,Thalassoma lunare
Exmouth to Broome,Barrow Island Port Central,2013,4,Thalassoma lunare
Exmouth to Broome,Barrow Island Port Central,2013,4,Thalassoma lunare
Exmouth to Broome,Barrow Island East,2013,7,Thalassoma lunare
Exmouth to Broome,Barrow Island East,2013,7,Thalassoma lunare
Exmouth to Broome,Barrow Island East,2013,6,Thalassoma lunare
Exmouth to Broome,Barrow Island East,2013,6,Thalassoma lunare
Exmouth to Broome,Barrow Island deep south,2013,2,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2016,6,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2016,6.1,Thalassoma lunare
Exmouth to Broome,North Muiron Island NE,2016,6.1,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2013,5,Thalassoma lunare
Exmouth to Broome,North Muiron Island East,2013,5,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2013,2,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2013,2,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2013,3,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2013,3,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2016,5.6,Thalassoma lunare
Exmouth to Broome,South Muiron Island NE Channel,2016,5.6,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2010,2.2,Thalassoma lunare
Exmouth to Broome,Dead Tree Beach,2010,2.2,Thalassoma lunare
Exmouth to Broome,SW West Lewis Is,2010,4,Thalassoma lunare
Exmouth to Broome,Rubble Is,2010,5.5,Thalassoma lunare
Exmouth to Broome,Dons Point West Lewis Island,2010,2.8,Thalassoma lunare
Exmouth to Broome,Little Mangrove Bay,2010,4.6,Thalassoma lunare
Exmouth to Broome,Little Mangrove Bay,2013,4.5,Thalassoma lunare
Exmouth to Broome,Little Mangrove Bay,2013,4.5,Thalassoma lunare
Exmouth to Broome,Little Mangrove Bay,2013,4,Thalassoma lunare
Exmouth to Broome,Little Mangrove Bay,2013,4,Thalassoma lunare
Exmouth to Broome,Enderby I West Pt,2010,6,Thalassoma lunare
Exmouth to Broome,Enderby I West Pt,2010,6,Thalassoma lunare
Exmouth to Broome,Delay Point,2010,4.6,Thalassoma lunare
Exmouth to Broome,Delay Point,2010,4.6,Thalassoma lunare
Exmouth to Broome,Enderby NE,2010,3,Thalassoma lunare
Exmouth to Broome,Enderby NE,2010,3,Thalassoma lunare
Exmouth to Broome,Enderby NE,2010,3.4,Thalassoma lunare
Exmouth to Broome,Enderby NE,2010,3.5,Thalassoma lunare
Exmouth to Broome,Enderby NE,2010,3.5,Thalassoma lunare
